       5.0000000E+00       0.0000000E+00
       4.9149185E-01      -9.9090462E+00
       3.2000000E+01       6.5943965E-07
       3.0000000E+01       3.0236483E-06
       2.8000000E+01       1.1779355E-05
       2.6000000E+01       3.9675106E-05
       2.4000000E+01       1.1734971E-04
       2.2000000E+01       3.0906711E-04
       2.0000000E+01       7.3387410E-04
       1.8000000E+01       1.5885617E-03
       1.6000000E+01       3.1659249E-03
       1.4000000E+01       5.8607105E-03
       1.2000000E+01       1.0157404E-02
       1.0000000E+01       1.6598143E-02
       8.0000000E+00       2.6018512E-02
       6.0000000E+00       4.0225286E-02
       4.0000000E+00       6.1081599E-02
       2.0000000E+00       9.0656564E-02
       0.0000000E+00       1.3098410E-01
      -2.0000000E+00       1.8366049E-01
      -4.0000000E+00       2.4936798E-01
      -6.0000000E+00       3.2744715E-01
      -8.0000000E+00       4.1566885E-01
      -1.0000000E+01       5.1032466E-01
      -1.2000000E+01       6.0666025E-01
      -1.4000000E+01       6.9956779E-01
      -1.6000000E+01       7.8436214E-01
      -1.8000000E+01       8.5623997E-01
      -2.0000000E+01       9.0671468E-01
      -2.2000000E+01       9.4008207E-01
      -2.4000000E+01       9.6176451E-01
      -2.6000000E+01       9.7570181E-01
      -2.8000000E+01       9.8459935E-01
      -3.0000000E+01       9.9025506E-01
