       4.0000000E+00       0.0000000E+00
       5.6239265E-01      -7.7080369E+00
       3.0000000E+01       2.9720749E-07
       2.8000000E+01       1.8443081E-06
       2.6000000E+01       9.1688380E-06
       2.4000000E+01       3.7514626E-05
       2.2000000E+01       1.2934963E-04
       2.0000000E+01       3.8373927E-04
       1.8000000E+01       9.9757430E-04
       1.6000000E+01       2.3091813E-03
       1.4000000E+01       4.8272125E-03
       1.2000000E+01       9.2265345E-03
       1.0000000E+01       1.6301215E-02
       8.0000000E+00       2.7491426E-02
       6.0000000E+00       4.5090396E-02
       4.0000000E+00       7.1573518E-02
       2.0000000E+00       1.0953262E-01
       0.0000000E+00       1.6116931E-01
      -2.0000000E+00       2.2765039E-01
      -4.0000000E+00       3.0850318E-01
      -6.0000000E+00       4.0127388E-01
      -8.0000000E+00       5.0162834E-01
      -1.0000000E+01       6.0393244E-01
      -1.2000000E+01       7.0217139E-01
      -1.4000000E+01       7.9095274E-01
      -1.6000000E+01       8.6227179E-01
      -1.8000000E+01       9.1073960E-01
      -2.0000000E+01       9.4271296E-01
      -2.2000000E+01       9.6346188E-01
      -2.4000000E+01       9.7678792E-01
      -2.6000000E+01       9.8529077E-01
      -2.8000000E+01       9.9069375E-01
