       3.0000000E+00       0.0000000E+00
       6.7965579E-01      -5.3859572E+00
       2.6000000E+01       3.4339018E-07
       2.4000000E+01       2.9663961E-06
       2.2000000E+01       1.8750543E-05
       2.0000000E+01       9.0738358E-05
       1.8000000E+01       3.4943607E-04
       1.6000000E+01       1.1069148E-03
       1.4000000E+01       2.9670175E-03
       1.2000000E+01       6.8943589E-03
       1.0000000E+01       1.4190782E-02
       8.0000000E+00       2.7131723E-02
       6.0000000E+00       4.8989221E-02
       4.0000000E+00       8.3357655E-02
       2.0000000E+00       1.3356645E-01
       0.0000000E+00       2.0165631E-01
      -2.0000000E+00       2.8738171E-01
      -4.0000000E+00       3.8766482E-01
      -6.0000000E+00       4.9681208E-01
      -8.0000000E+00       6.0750055E-01
      -1.0000000E+01       7.1221578E-01
      -1.2000000E+01       8.0406928E-01
      -1.4000000E+01       8.7145346E-01
      -1.6000000E+01       9.1684651E-01
      -1.8000000E+01       9.4669652E-01
      -2.0000000E+01       9.6602869E-01
      -2.2000000E+01       9.7842908E-01
      -2.4000000E+01       9.8633492E-01
      -2.6000000E+01       9.9135607E-01
