       7.0000000E+00       0.0000000E+00
       4.0572357E-01      -1.4120606E+01
       3.6000000E+01       7.4640468E-07
       3.4000000E+01       2.6269111E-06
       3.2000000E+01       8.2637553E-06
       3.0000000E+01       2.3470187E-05
       2.8000000E+01       6.0732527E-05
       2.6000000E+01       1.4437731E-04
       2.4000000E+01       3.1771234E-04
       2.2000000E+01       6.5165659E-04
       2.0000000E+01       1.2536537E-03
       1.8000000E+01       2.2750550E-03
       1.6000000E+01       3.9149169E-03
       1.4000000E+01       6.4184247E-03
       1.2000000E+01       1.0068962E-02
       1.0000000E+01       1.5173963E-02
       8.0000000E+00       2.2045881E-02
       6.0000000E+00       3.1459440E-02
       4.0000000E+00       4.4861563E-02
       2.0000000E+00       6.3593760E-02
       0.0000000E+00       8.9176998E-02
      -2.0000000E+00       1.2317107E-01
      -4.0000000E+00       1.6694719E-01
      -6.0000000E+00       2.2139005E-01
      -8.0000000E+00       2.8658777E-01
      -1.0000000E+01       3.6158189E-01
      -1.2000000E+01       4.4427258E-01
      -1.4000000E+01       5.3153116E-01
      -1.6000000E+01       6.1953241E-01
      -1.8000000E+01       7.0424032E-01
      -2.0000000E+01       7.8194636E-01
      -2.2000000E+01       8.4973836E-01
      -2.4000000E+01       9.0229297E-01
      -2.6000000E+01       9.3718696E-01
      -2.8000000E+01       9.5989460E-01
      -3.0000000E+01       9.7450441E-01
      -3.2000000E+01       9.8383683E-01
      -3.4000000E+01       9.8977107E-01
      -3.6000000E+01       9.9353373E-01
