       8.0000000E+00       0.0000000E+00
       3.7674287E-01      -1.6182907E+01
       3.8000000E+01       5.8711038E-07
       3.6000000E+01       1.9341514E-06
       3.4000000E+01       5.7708194E-06
       3.2000000E+01       1.5723079E-05
       3.0000000E+01       3.9415565E-05
       2.8000000E+01       9.1544614E-05
       2.6000000E+01       1.9823918E-04
       2.4000000E+01       4.0259029E-04
       2.2000000E+01       7.7085505E-04
       2.0000000E+01       1.3984296E-03
       1.8000000E+01       2.4144340E-03
       1.6000000E+01       3.9836625E-03
       1.4000000E+01       6.3049272E-03
       1.2000000E+01       9.6052606E-03
       1.0000000E+01       1.4130154E-02
       8.0000000E+00       2.0130537E-02
       6.0000000E+00       2.7952923E-02
       4.0000000E+00       3.8814172E-02
       2.0000000E+00       5.3898178E-02
       0.0000000E+00       7.4478790E-02
      -2.0000000E+00       1.0195158E-01
      -4.0000000E+00       1.3768950E-01
      -6.0000000E+00       1.8282950E-01
      -8.0000000E+00       2.3800997E-01
      -1.0000000E+01       3.0310997E-01
      -1.2000000E+01       3.7705660E-01
      -1.4000000E+01       4.5777097E-01
      -1.6000000E+01       5.4229492E-01
      -1.8000000E+01       6.2709761E-01
      -2.0000000E+01       7.0850557E-01
      -2.2000000E+01       7.8316748E-01
      -2.4000000E+01       8.4845483E-01
      -2.6000000E+01       9.0095359E-01
      -2.8000000E+01       9.3630892E-01
      -3.0000000E+01       9.5932710E-01
      -3.2000000E+01       9.7414088E-01
      -3.4000000E+01       9.8360521E-01
      -3.6000000E+01       9.8962402E-01
      -3.8000000E+01       9.9344063E-01
