       1.0000000E+01       0.0000000E+00
       3.3284304E-01      -2.0291281E+01
       4.0000000E+01       8.5887632E-07
       3.8000000E+01       2.4069388E-06
       3.6000000E+01       6.2514655E-06
       3.4000000E+01       1.5132710E-05
       3.2000000E+01       3.4318364E-05
       3.0000000E+01       7.3265801E-05
       2.8000000E+01       1.4790235E-04
       2.6000000E+01       2.8349261E-04
       2.4000000E+01       5.1791937E-04
       2.2000000E+01       9.0505061E-04
       2.0000000E+01       1.5177473E-03
       1.8000000E+01       2.4499719E-03
       1.6000000E+01       3.8175124E-03
       1.4000000E+01       5.7568992E-03
       1.2000000E+01       8.4223701E-03
       1.0000000E+01       1.1980886E-02
       8.0000000E+00       1.6605504E-02
       6.0000000E+00       2.2467557E-02
       4.0000000E+00       2.9818675E-02
       2.0000000E+00       3.9733727E-02
       0.0000000E+00       5.3195823E-02
      -2.0000000E+00       7.1229614E-02
      -4.0000000E+00       9.4980061E-02
      -6.0000000E+00       1.2562335E-01
      -8.0000000E+00       1.6422360E-01
      -1.0000000E+01       2.1154566E-01
      -1.2000000E+01       2.6784757E-01
      -1.4000000E+01       3.3269483E-01
      -1.6000000E+01       4.0484703E-01
      -1.8000000E+01       4.8226357E-01
      -2.0000000E+01       5.6224763E-01
      -2.2000000E+01       6.4171743E-01
      -2.4000000E+01       7.1755707E-01
      -2.6000000E+01       7.8697610E-01
      -2.8000000E+01       8.4781033E-01
      -3.0000000E+01       8.9858228E-01
      -3.2000000E+01       9.3475324E-01
      -3.4000000E+01       9.5832109E-01
      -3.6000000E+01       9.7349620E-01
      -3.8000000E+01       9.8319447E-01
      -4.0000000E+01       9.8936325E-01
      -4.2000000E+01       9.9327546E-01
