       9.0000000E+00       0.0000000E+00
       3.5296097E-01      -1.8236338E+01
       4.0000000E+01       4.1965930E-07
       3.8000000E+01       1.3203107E-06
       3.6000000E+01       3.7984012E-06
       3.4000000E+01       1.0062415E-05
       3.2000000E+01       2.4704637E-05
       3.0000000E+01       5.6546462E-05
       2.8000000E+01       1.2132827E-04
       2.6000000E+01       2.4526592E-04
       2.4000000E+01       4.6930238E-04
       2.2000000E+01       8.5363112E-04
       2.0000000E+01       1.4818608E-03
       1.8000000E+01       2.4640346E-03
       1.6000000E+01       3.9377469E-03
       1.4000000E+01       6.0667526E-03
       1.2000000E+01       9.0367626E-03
       1.0000000E+01       1.3048517E-02
       8.0000000E+00       1.8308610E-02
       6.0000000E+00       2.5018876E-02
       4.0000000E+00       3.3864990E-02
       2.0000000E+00       4.6072230E-02
       0.0000000E+00       6.2693834E-02
      -2.0000000E+00       8.4939018E-02
      -4.0000000E+00       1.1408938E-01
      -6.0000000E+00       1.5135483E-01
      -8.0000000E+00       1.9767334E-01
      -1.0000000E+01       2.5347719E-01
      -1.2000000E+01       3.1847361E-01
      -1.4000000E+01       3.9149609E-01
      -1.6000000E+01       4.7048345E-01
      -1.8000000E+01       5.5261683E-01
      -2.0000000E+01       6.3460702E-01
      -2.2000000E+01       7.1308124E-01
      -2.4000000E+01       7.8499007E-01
      -2.6000000E+01       8.4795290E-01
      -2.8000000E+01       8.9979112E-01
      -3.0000000E+01       9.3554646E-01
      -3.2000000E+01       9.5883411E-01
      -3.4000000E+01       9.7382498E-01
      -3.6000000E+01       9.8340392E-01
      -3.8000000E+01       9.8949629E-01
      -4.0000000E+01       9.9335968E-01
